Title,Director,Cast,Year,Genre
kalyug,Unknown,emraan khemu amrita hashmi kunal singh,2005,drama
karam,Unknown,priyanka ahuja shiney chopra abraham john,2005,thriller
kasak,Unknown,lucky ali meera,2005,unknown
khamoshh... khauff ki raat,Unknown,juhi shetty shilpa chawla,2005,thriller
kisna: the warrior poet,Subhash Ghai,sharvani isha vivek oberoi,2005,historical drama
koi aap sa,Unknown,aftab malik himanshu shivdasani natassha,2005,drama romance
koi mere dil mein hai,Unknown,bapat rakesh neha dia chatterjee mirza priyanshu,2005,unknown
kuchh meetha ho jaye,Unknown,rukh khan shah mahima warsi chaudhry arshad,2005,romance drama comedy
kyaa kool hai hum,Unknown,kapoor neha tusshar deshmukh koppikar dhupia isha riteish,2005,comedy
kyon ki,Priyadarshan,kapoor khan rimi jackie shroff puri sunil sen salman om shetty kareena,2005,drama romance
lucky: no time for love,Radhika Rao,khan chakraborty sneha salman ullal mithun,2005,musical romance
main aisa hi hoon,Unknown,devgan esha ajay sen deol sushmita,2005,drama
"main, meri patni aur woh",Unknown,rituparna sen yadav rajpal,2005,unknown
maine gandhi ko nahin mara,Jahnu Barua,urmila matondkar kher anupam,2005,social drama
maine pyaar kyun kiya?,Unknown,khan sohail koppikar isha katrina sen salman kaif warsi arshad sushmita,2005,comedy
mangal pandey: the rising,Ketan Mehta,khan toby ameesha patel rani aamir stephen mukherji,2005,historical drama
mashooka,Afzal Ahmed,aditya bal naidu meghna,2005,erotic thriller
mazaa mazaa,Unknown,amiri pankaj payal beri rohatgi shivani singh farid,2005,unknown
men not allowed,Shrey Srivastav,arora tarun rohatgi payal,2005,romance
mohabbat ho gayi hai tumse,Unknown,dutt shamita sanjay chandrachur singh shetty,2005,unknown
morning raga,Unknown,shabana perizaad zorabian azmi,2005,unknown
mr ya miss,Unknown,aftab mali deshmukh antara riteish shivdasani,2005,comedy
mr. prime minister,Dev Anand,prem dev hangal anand gunaji a milind k chopra,2005,drama
mumbai xpress,Singeetam Srinivasa Rao,haasan kamal koirala puri manisha vijay raaz om,2005,unknown
mumbai godfather,Unknown,vikram singh seema biswas,2005,drama
my brother�?? nikhil,Unknown,sanjay suri juhi chawla,2005,social drama
my wife's murder,Jijy Philip,kapoor suchitra krishnamoorthi boman irani nandana anil sen,2005,drama thriller
naina,Unknown,urmila matondkar,2005,horror thriller
neal 'n' nikki,Arjun Sablok,tanisha abhishek bachchan uday chopra,2005,romance comedy
netaji subhas chandra bose: the forgotten hero,Unknown,kharbanda kulbhushan sachin rajit arif zakaria divya kapur khedekar dutta,2005,unknown
nigehbaan,Unknown,sayaji sinha sandali dharmadhikari shinde sameer namdev govind,2005,unknown
no entry,Anees Bazmee,kapoor khan fardeen esha jaitly anil salman celina deol bipasha dutta lara basu,2005,comedy
padmashree laloo prasad yadav,Mahesh Manjrekar,lever sharma grover mahesh sunil kim johnny manjrekar gulshan shetty,2005,comedy
page 3,Madhur Bhandarkar,konkona sharma tara mridul sen kulkarni atul sandhya,2005,social drama
pehchaan: the face of truth,Shrabani Deodhar,vinod tandon khanna agnihotri raveena rati,2005,drama
paheli,Amol Palekar,rukh khan shah anupam juhi yadav bachchan chawla rajpal naseeruddin sunil ratna amitabh rani pathak kher shetty mukherji,2005,fantasy musical romance
parineeta,Pradeep Sarkar,balan khan ali saif dutt vidya mirza sanjay sen raima dia,2005,drama
pyaar mein twist,Unknown,kapoor khan soha ali dimple kapadia rishi,2005,drama romance
rahul's arranged marriage,Anant Mathur,anita sumeet abhishek amar devika jyoti anurag,2005,comedy
ramji londonwale,Unknown,samita madhavan bangargi,2005,unknown
revati,Unknown,khan shah kiran shreyas nath ayub kashmira talpade alok,2005,unknown
rog,Himanshu Brahmbhatt,khan irrfan malik himanshu ilene hamann,2005,drama thriller
rog,Himanshu Brahmbhatt,unknown,2005,drama thriller
saathi: the companion,Unknown,khan kak anand ali divvij sameer anchal dutta rupa,2005,unknown
salaam namaste,Siddharth Anand,khan zinta zaetta ali saif warsi tania arshad preity,2005,comedy social drama romance
sarkar,Ram Gopal Varma,tanisha abhishek bachchan katrina amitabh kaif,2005,crime drama
sauda - the deal,Unknown,vaid jhangiani aryan preeti,2005,unknown
sehar,Unknown,mahima warsi arshad chaudhry,2005,unknown
shaadi no. 1,Unknown,fardeen khan soha yadav choudry ali rajpal dutt takia riya sharman ayesha joshi deol aarti sophie esha zayed sen chhabria sanjay,2005,romance comedy
shabd,Unknown,khan rai zayed aishwarya dutt sanjay,2005,drama
shabnam mausi,Unknown,rana ashutosh,2005,unknown
sheesha,Unknown,neha dhupia sonu sood,2005,unknown
silsiilay,Khalid Mohamed,tabu rahul ashmit divya chawla jimmy menon kay natassha jaitly sen riya bhumika celina patel dutta shergill bose,2005,romance
sitam,Unknown,mulay kiran avtar janjani sharma tara suhasini navneet gill kaur,2005,unknown
ssukh,Unknown,jhangiani govinda preeti,2005,unknown
taj mahal: an eternal love story,Unknown,khan arbaaz bedi koirala batra manisha pooja kabir,2005,epic romance history
tango charlie,Mani Shankar,bobby tanisha devgan ajay dutt sunil nandana deol sen sanjay shetty,2005,drama war
tezaab,Unknown,parvin khan sharma shruti mighty daba,2005,erotic
time pass,Unknown,arjun punj sherlyn chopra,2005,unknown
topless,Unknown,tarun sohi khanna menon shweta sardar,2005,unknown
"u, bomsi n me",Unknown,bobby madan bahal malvade vidya kenny vivek desai,2005,unknown
vaada,Unknown,khan rampal zayed arjun ameesha patel,2005,thriller
vaah! life ho toh aisi!,Mahesh Manjrekar,shahid kapoor amrita rao dutt sanjay,2005,fantasy comedy
vidyaarthi,Unknown,shroff jackie rahul paresh roy rawal,2005,unknown
viruddh... family comes first,Mahesh Manjrekar,dandekar bachchan dutt sharmila amitabh abraham sanjay anusha john tagore,2005,drama
waqt: the race against time,Vipul Shah,priyanka shah yadav bachchan boman kumar rajpal irani amitabh chopra akshay shefali,2005,drama
yahaan,Unknown,shergill minissha jimmy lamba,2005,romance
yakeen,Unknown,priyanka rampal sharma arjun kim chopra,2005,drama
zameer: the fire within,Unknown,devgan ajay ameesha mahima patel chaudhry,2005,drama
zeher,Unknown,emraan goswami shamita hashmi shetty udita,2005,drama thriller
36 china town,Abbas-Mustan,kapoor shahid priyanka tanushree johny upen lever paresh khanna koppikar payal isha rohatgi patel chopra dutta akshaye rawal kareena,2006,mystery thriller
aap ki khatir,Dharmesh Darshan,priyanka amisha khanna morea sunil patel dino chopra shetty akshaye,2006,romance social comedy
aatma,Deepak Ramsay,neha kapil jhaveri,2006,horror
adharm,Unknown,rahul dev sonali kulkarni,2006,unknown
ahista ahista,Unknown,abhay khan soha ali deol,2006,drama romance
aisa kyon hota hai,Unknown,agnihotri rati amit,2006,drama
aksar,Anant Mahadevan,emraan goswami sharma morea tara hashmi dino udita,2006,thriller
alag,Ashu Trikha,kapoor akshay mirza dia,2006,drama
anjaan,Unknown,ali malik mahek chahal aamir vipul gupta,2006,unknown
ankahee,Vikram Bhatt,aftab amisha bhatt esha patel deol hrishita shivdasani,2006,crime drama romance
anthony kaun hai?,Unknown,lamba grover dutt warsi sanjay dhandekar anusha gulshan minissha arshad,2006,comedy thriller
aparichit,S. Shankar,prakash sadha vikram raj yana gupta,2006,thriller
apna sapna money money,Sangeeth Sivan,jaitley shroff anupam jackie ritesh yadav koena deshmukh chunky shreyas mitra rajpal sunil celina riya sen kher pandey talpade shetty,2006,comedy
aryan - unbreakable,Abhishek Kapoor,fardeen khan sohail sneha ullal,2006,sport action romance
baabul,Ravi Chopra,khan malini bachchan mukherji amitabh salman abraham rani hema john,2006,family social drama romance
banaras: a mystic love story,Pankaj Parashar,urmila shah ashmit babbar matondkar dimple naseeruddin kapadia patel raj,2006,social drama
bas ek pal,Unknown,urmila juhi matondkar chawla jimmy suri sanjay shergill,2006,unknown
being cyrus,Unknown,khan shah ali saif dimple boman naseeruddin kapadia irani,2006,drama comedy
bhagam bhag,Priyadarshan,kapoor khan arbaaz jackie shroff yadav tanushree paresh kumar rajpal shakti akshay dutta lara govinda rawal,2006,musical comedy
bhoot unkle,Unknown,shroff jackie,2006,comedy
chand ke paar chalo,Unknown,narvekar jhangiani sanjay preeti,2006,unknown
chingaari,Kalpana Lajmi,chakraborty suri sanjay sen sushmita mithun,2006,social drama
chup chup ke,Priyadarshan,kapoor shahid anupam yadav neha paresh rajpal dhupia sunil kher shetty rawal kareena,2006,romance comedy
corporate,Madhur Bhandarkar,lamba menon kay bipasha minissha basu,2006,business drama thriller
darna zaroori hai,Ram Gopal Varma and Sajid Khan,yadav rajpal anil bipasha kapoor sonali rampal randeep bachchan arjun ritesh kothari mallika sunil amitabh nisha kulkarni shetty hooda basu deshmukh sherawat,2006,horror
darwaaza bandh rakho,Unknown,aftab manisha shivdasani koirala,2006,crime comedy
deadline: sirf 24 ghante,Unknown,khan konkona sharma sen irrfan,2006,unknown
devaki,Unknown,ranganathan suman perizaad kapur ram zorabian,2006,drama
dil diya hai,Aaditya Datt,emraan ashmit hashmi patel geeta basra,2006,thriller
dharti kahe pukar ke,Aslam Sheikh,sharbani manoj devgan ajay mukherjee tiwari,2006,drama
dhoom 2,Sanjay Gadhvi,rimi rai abhishek bachchan hrithik aishwarya roshan uday chopra sen bipasha basu,2006,musical action romance thriller
don: the chase begins again,Farhan Akhtar,kapoor rukh khan shah priyanka rampal puri boman arjun irani chopra om kareena,2006,action drama thriller
dor,Unknown,ayesha panag gul shreyas takia talpade,2006,social drama
dulha babu,Unknown,unknown,2006,unknown
eight: the power of shani,Unknown,gulshan tara raj grover,2006,unknown
ek main ek tum,Unknown,unknown,2006,unknown
family �?? ties of blood,Unknown,bachchan kumar chawla amitabh bhumika akshay,2006,drama thriller
fanaa,Kunal Kohli,kapoor khan kiron kajol tabu ahuja lara shiney rishi kher dutta aamir,2006,musical drama romance thriller
fight club �?? members only,Vikram Chopra,khan ashmit rahul patel arora sohail diya neha chaudhary dino yash ritesh zayed sunil dhupia mirza shetty aashish dev deshmukh tonk amrita morea,2006,action thriller
gangster,Unknown,emraan ahuja ranaut hashmi shiney kangana,2006,musical drama romance thriller
golmaal: fun unlimited,Rohit Shetty,kapoor rimi joshi devgan tusshar paresh ajay warsi sen sharman arshad rawal,2006,comedy
haseena,Vicky Ranawat,kiran jhangiani preeti babbar janjani koppikar isha raj,2006,comedy thriller
holiday,Pooja Bhatt,shah nair onjolee morea dino kashmira,2006,romance
humko deewana kar gaye,Raj Kanwar,kapoor bipasha kumar katrina anil kaif akshay basu,2006,musical drama romance
humko tumse pyaar hai,Unknown,bobby amisha rampal arjun patel deol,2006,drama romance
iqraar by chance,K. Ravi Shankar,khan dev arbaaz rahul anand shilpa shukla amarjeet,2006,action drama
i see you,Unknown,sonali agarwal kiron rampal boman chunky kulkarni arjun irani vipasha kher pandey,2006,social drama romance
jaadu sa chal gaya,Unknown,unknown,2006,unknown
jaana - let's fall in love,Unknown,aman zeenat rajesh khanna,2006,unknown
jaan-e-mann,Shirish Kunder,khan anupam zinta kumar kher salman akshay preity,2006,comedy musical drama romance
jawani diwani,Unknown,jaitley emraan sherlyn bhatt hashmi celina chopra hrishita,2006,adult comedy
jigyaasa,Faisal Saif,khan jaya bhatt kader usgaonkar bhattacharya varsha gunaji milind tiwari hrishita mukesh,2006,adult social
kabul express,Kabir Khan,john warsi arshad abraham,2006,drama war thriller
kabhi alvida naa kehna,Karan Johar,khan kirron zinta abhishek bachchan amitabh rani kher mukherji shahrukh preity,2006,social family comedy musical romance drama
khosla ka ghosla,Unknown,kher anupam boman irani,2006,comedy
krishna,Unknown,chauhan sonu sunidhi nigam,2006,unknown
krrish,Rakesh Roshan,priyanka shah zinta rekha hrithik naseeruddin roshan sharat chopra saxena preity,2006,fantasy musical action romance
lady chatterjee - sawan dutta,Unknown,unknown,2006,unknown
lage raho munna bhai,Rajkumar Hirani,balan diya abhishek bachchan boman jimmy dutt vidya mirza warsi sanjay irani shergill arshad,2006,social comedy musical
love ke chakkar mein,B.H Tharunkumar,kapoor namitha shah bhatia akshat rishi satish,2006,comedy romance
madhubaala,Unknown,unknown,2006,unknown
malamaal weekly,Unknown,kapoor khan reema arbaaz ritesh puri deshmukh paresh sen shakti asrani rawal om,2006,comedy
mere jeevan saathi,Suneel Darshan,kapoor amisha karisma kumar patel akshay,2006,drama romance
meri jung,Unknown,unknown,2006,unknown
mirza sahiba,Unknown,unknown,2006,unknown
mobile phone,Unknown,unknown,2006,unknown
mr 100% - the real player,Unknown,unknown,2006,unknown
naksha,Unknown,shroff jackie sunny reddy vivek oberoi deol sameera,2006,fantasy thriller
omkara,Vishal Bhardwaj,kapoor khan shah konkona devgan ali saif sharma ajay naseeruddin vivek oberoi sen bipasha basu kareena,2006,action social drama
phir hera pheri,Neeraj Vora,rimi bipasha paresh kumar sunil sen akshay shetty rawal basu,2006,comedy
prateeksha,Unknown,dia mirza shergill jimmy,2006,unknown
pyaar ke side effects,Saket Chaudhary,rahul sherawat mallika bose,2006,romance comedy
pyare mohan,Unknown,fardeen khan esha boman amrita rao irani vivek oberoi deol,2006,comedy
rafta rafta,Unknown,unknown,2006,unknown
rang de basanti,Rakeysh Omprakash Mehra,khan soha waheeda alice ali sharman rehman kapoor patten kirron joshi agashe madhavan kher aamir anupam kulkarni atul om mohan puri kunal,2006,patriotic social drama
rehguzar - the road to destiny,Unknown,unknown,2006,unknown
rocky �?? the rebel,Unknown,khan lamba zayed sharvani isha minissha,2006,action romance
saawan... the love season,Saawan Kumar Tak,saloni khan aswani johny lever jhaveri kapil salman,2006,drama romance
sacred evil �?? a true story,Unknown,sarika,2006,horror thriller
salaam bacche,Unknown,unknown,2006,unknown
sandwich,Anees Bazmee,tandon chaudhary mahima raveena govinda,2006,comedy
shaadi karke phas gaya yaar,K.S. Adiyaman,khan shetty shilpa salman,2006,drama romance
shaadi se pehle,Satish Kaushik,ayesha aftab shivdasani anupam mallika khanna takia sunil sherawat kher shetty akshaye,2006,romance comedy
shikhar,Unknown,shahid kapoor devgan amrita rao ajay bipasha basu,2006,drama
shiva,Unknown,kothari nisha,2006,unknown
souten: the other woman,Unknown,gulshan mahima chaudhry grover,2006,drama
strings - bound by faith,Unknown,unknown,2006,unknown
sun zara,Unknown,unknown,2006,unknown
tathastu,Anubhav Sinha,dutt amisha patel sanjay,2006,family drama
taxi no. 9211,Unknown,sonali patekar nana reddy sameera abraham kulkarni john,2006,social thriller
teesri aankh: the hidden camera,Unknown,amisha neha sunny dhupia patel deol,2006,action thriller
the killer,Unknown,khan emraan kothari hashmi nisha irrfan,2006,unknown
the real dream girls,Suresh Jain,karishma tanveer rana verma hashmi dipti gulshan,2006,grade b
tom dick and harry,Deepak Tijori,jaitley sharma jimmy morea anuj sawhney celina dino kim shergill,2006,comedy
umar,Unknown,unknown,2006,unknown
umrao jaan,J.P. Dutta,rai shabana abhishek bachchan divya aishwarya azmi sunil dutta shetty,2006,social drama romance historical
unns...means love,Unknown,unknown,2006,unknown
utthaan,Unknown,chatterjee dhupia priyanshu neha,2006,unknown
vivah,Sooraj Barjatya,shahid kapoor anupam amrita rao kher,2006,drama romance
waris shah: ishq daa waaris,Manoj Punj,mann juhi divya chawla gurdas dutta,2006,unknown
woh lamhe,Unknown,shiney ranaut kangana ahuja,2006,social drama romance
yun hota toh kya hota,Unknown,ayesha konkona sharma paresh takia sen rawal,2006,drama
zinda,Sanjay Gupta,jaitley dutt sanjay abraham celina john dutta lara,2006,thriller
zindaggi rocks,Tanuja Chandra,shiny sen sushmita ahuja,2006,drama
1971,Amrit Sagar,bajpai kishan ravi manoj,2007,war
50 lakh,Chandra Sekhar Yeleti,chadda pawan malhotra mohit,2007,remake
68 pages,Sridhar Rangayan,moulli jayati bhatia ganguly joy sengupta,2007,film short
aaja nachle,Anil Mehta,kapoor ranvir konkona madhuri sharma khanna dixit sen shorey kunal akshaye,2007,musical
aap ka suroor - the real love story,Prashant Chadda,himesh ishitha babbar mahadevan matz pankaj ryan lovepreet anant vj raj dubey mallika chavan marrissa chauhan ron motwani khedekar shravan reshammiya darshan sachin aujla abhijeet jariwala lawrence sharma lallan sherawat estrada sanjay hansika jha ban,2007,drama romance thriller
aggar,Anant Mahadevan,kapoor tushar goswami shreyas talpade udita,2007,drama thriller
anjaam,Anant Mahadevan,kapoor emraan hashmi tusshar,2007,thriller
anwar,Manish Jha,yadav koirala rajpal nauheed siddharth cyrusi,2007,drama
apna asmaan,Kaushik Roy,shobana khan irrfan,2007,unknown
apne,Anil Sharma,bobby kirron sunny divya shilpa katrina deol kaif kher dutta dharmendra shetty,2007,sport family drama
aur pappu pass ho gaya,S. Soni,shroff jackie shah abhishek krishna kashmira,2007,unknown
awarapan,Mohit Suri,emraan saran ashutosh sharma shriya rana hashmi mrinalini,2007,action drama
benaam,Anees Bazmee,chawla ajay reddy bhumika tiwari sameera devgn mukesh,2007,action
bheja fry,Sagar Ballary,kapoor vinay rajat sarika pathak,2007,comedy
bhool bhulaiyaa,Priyadarshan,balan amisha ahuja kumar vidya shiney patel akshay,2007,mystery comedy thriller
bhram,Pavan Kaul,soman sheetal menon morea milind dino,2007,thriller
big brother,Guddu Dhanoa,priyanka sunny chopra deol srivastava raju,2007,crime romance action drama
blood brothers ,Vishal Bhardwaj,ayesha takia kapur siddharth pankaj malhotra pavan,2007,film short
the blue umbrella,Vishal Bhardwaj,shreya pankaj kapur sharma,2007,unknown
bombay to goa ,Raj Pendurkar,anand tinu shrivastav pal sunil vijay raaz asrani raju,2007,comedy
